97	79	3 7 75 46 19 88
98	94	33 36 73 11 44 78 58 91 28 31
99	36	41 75
100	38	98 36 46 86 24 30
101	84	64 69 37 6 55
102	34	82 59 58
103	63	81 43
104	61	53 5 87 63
105	98	97 67 38 6 102 50 18 87
106	31	46 31
107	22	69 76 45 22 87 86 91
108	97	58
109	24	68 104 44 12 85 25
110	73	97 66 1 76 46 80 20 58 60
111	71	109 70
112	13	42 3
113	71	34 35 67 12 77 78 45 112 82 88
114	70	3 36 7 43 12
115	92	42
116	13	96 1 2 6 9 45 52 22 25 91
117	71	81 36
118	24	33 114 107 34
119	8	55
120	56	64 63 31
121	98	33 74 43 86 56 29 30
122	97	17 116 47 55
123	76	68 5 107 16 49 19 53 56 94
124	79	100 9 76 112 114 120 122 30 63
125	22	92 30
126	63	107
127	9	34 66 7 75 26
128	46	66 10 78 63
129	4	88 82 28 87
130	31	99 36 6 74 15 88 125 31
131	23	103
132	33	4 5 101 102 108 109 112 17 50 28
133	14	5
134	88	44 77 112 17 20 23 31
135	50	32 2 37 8 73 108 110 23 126
136	38	131 101 70 8 13 78 47 55 25 122
137	55	98 37 103 41 11 57 61 127
138	10	34 35 100 23 92
139	99	81 59 103
140	9	17 44
141	43	129 66 99 103 75 76 17 81 53 125
142	18	40 64 58 75
143	26	100 9 11 77 23
144	29	44 61
145	33	72 76 62
146	33	140 111 83 88 127
147	43	33 37 138 143 47 51 55 27
148	76	131 13 102 6
149	70	33 70 12 148 119 89
150	14	5 7 74 138 145 147 53 123 31
151	75	98 37 134 6 41 46 85 90
152	7	112 58
153	26	38 103 42 79 18 21 122 127
154	36	121 87
155	89	96 1 32 132 59 143 117 56 26 123
156	41	34 133 82 116 53 54 120
157	38	34 99 31 78 151 90 155 156 63 95
158	61	42
159	27	0
160	37	65 99 100 40 141 49 52 150
161	2	97 67 131 43 142 16 144
162	37	96 62 14
163	98	112 2
164	81	10 11 139 74 122
165	85	39 42 80 117 86 95
166	64	124 60
167	46	161 48 114 20 116 88 60
168	29	1 166 40 111 52 119 152 93 95
169	14	66 148
170	50	86 122 126 31
171	98	34 3 36 132 39 142 19 23 60
172	50	160 6 168 139 149 56 124
173	20	70 135 170 139 12 11 143 28 93 31
174	5	0
175	87	3 31 55
176	94	141
177	41	2 101 134 135 10 176 88 57 92 93
178	54	66 7 105 43 76 113 86 62
179	4	32 39 106 141 46 178
180	91	64 137
181	15	99 133 37 169 59 43 113 155 28
182	40	36 74 77 143 16 18 89 156 95
183	44	160 161 37 42 14 17 91 156
184	77	129 98 69 103 39 41 76 16 114 116
185	22	102 44 111 16 82 117 91 60 95
186	82	59 61 119
187	48	97 69 142 81 50 22 29
188	70	184 89 87
189	35	135 11 76 12 46
190	53	162 138 75 12 80 113 154 62
191	17	64 97 68 172 45 147 23 84 87 27
192	5	96 136 138 139 152
193	20	185 154
194	89	26 11 44
195	94	16 19 172 117
196	64	105 37
197	97	142 114 150 122 155
198	79	89 131 102 103 14 57 58 187
199	68	1 67 142 16 116 31
200	20	129 161 68 38 75 175 80 119
201	82	6 199 77 148 124 158
202	69	184 186 12
203	25	65 2 185 47 178 148 52 153 60
204	41	200
205	30	4 8 51 88 92 125
206	48	35 197 70 14 114 52 56 59 31
207	5	66 196 165 201 47 180 22 122 155
208	61	132 107 142 82 83 52 30
209	93	89 97 19 135
210	42	164 132 104 202 12 140 78 145 83 120
211	50	8
212	58	210 95
213	20	145 61 119
214	94	5 207 145 50 179
215	15	168 202 90 102
216	50	182
217	45	67 36 38 171 49 17
218	89	64 96 38 41 57 59 28
219	45	58 19 53
220	38	32 2 163 3 174 156
221	8	26 43 206 203
222	33	32 35 108 173 112 113 213 85 89
223	9	102
224	63	5 140 207 49 149 31
225	22	65 132 39 10 43 63
226	86	133 198 43 108 109 48 83 31
227	84	160 65 194 195 84 89
228	64	96 198 139 61 27 125
229	1	133 197 39 199 5 141 149 59 63
230	63	193 163 107 139 205 79 177 146 83
231	85	96 228 44 55 184 155 158 223
232	64	68 165 106 141 149 155 124 31
233	11	39 136 113 82 179 25 218 94 95
234	29	0
235	19	37 41 202 178 52 117 55 191
236	97	166 230 70 76 77 110 114 20 61 30
237	65	154 93
238	63	33 71 123 235 47 91 125 159
239	4	195 37 9 138 172 208 16 217
240	32	160 161 3 6 170 42 83
241	29	0
242	22	163 40 43 211 148 212
243	28	129 35 199 121 223
244	82	130 195 7 46 26 62
245	98	74 138 17 50 83 211 117 186 123
246	32	197 235 242 20 117 181 61
247	99	197 134 7 88 152
248	97	161 228 75 236 173 53 151 247
249	99	155
250	57	2 134 109 19 149 187 62 159
251	21	193 10 240 210 51 184 121 122 159
252	61	114 54 207
253	90	224 34 168 169 16 117
254	30	109 165 149
255	87	24 115 100
256	51	132 134 136 105 11 78 16 147 185 60
257	60	74 220 246
258	54	73 35 245
259	72	42
260	63	98 179 253
261	38	169 35 257 255
262	79	175 209 213 91 222
263	1	66 230 206 84 20 30
264	93	105 73 109 14 47 112 141 86 91
265	19	192 89 2 228 18 217
266	59	163 67 165 51 53 250 60 222
267	71	6 169 240 178 244 157 222
268	82	132 92
269	46	72 224 146 134
270	11	47 240 22 60 190 95
271	70	33 97 8 49 17 22 246
272	6	104 136 45 116 31
273	57	167
274	8	65 132 166 199 271 244 152
275	67	80
276	40	88 56 166
277	30	107 143 144 180 117 126
278	64	98 131 195 261 162 200 140 174 148
279	21	161 38 102 232 8 170 83 218
280	74	97 162 231 106 76 239 241 49 59
281	2	161 162 5 201 268
282	58	0
283	47	129 194 108
284	41	128 9 107 77 147 185 220 94
285	100	6 262 170 211 277 53
286	65	83 155
287	59	144 113 210
288	7	240 112 211 149 157
289	5	99 69 176 118 86 120 187
290	26	264 231
291	98	33 37 238 246 30 89 284 190 95
292	54	80 17 275 284
293	56	280 35 131 90 15 177 82 214 120 56
294	90	267
295	81	194 131 140 50 275 179 151 189 126
296	35	160 163 132 6 111 272 210 58
297	79	224 225 96 290 213 21 86 60
298	91	34 226 105 180 150 120
299	8	92 111 114 212 60
300	76	0
301	28	213 23
302	67	5 73 171 108 204 29 210 54 56 221
303	43	131 38 8 182 86 120 247 223
304	68	265 290 34
305	27	41 50 74 63
306	12	289 294 9 298 234 173 16 146 190 159
307	90	256
308	55	230 103 52 121 282 29
309	83	130 275
310	24	35 231 43 48 87 91
311	31	224 129 194 255 267 301 57 287
312	45	96 11 112 179 20 154 284 126
313	14	0
314	48	224 128 226 130 13 237 19 157 95
315	44	137 103 183 119
316	8	124
317	67	98 123
318	15	200 170 176 89 60 158
319	13	316
320	88	133 6 209 147 312 251 188
321	93	64 282 301 286
322	84	36 262 263 269 79 312 187 60 286
323	17	99 11 305 306 223
324	12	256 33 161 228 6 171 172 13 140 210
325	4	161 59 83 308
326	28	19 119 94 199
327	50	160 256 7 169 202 138 310 280 153 316
328	4	167 296 272 81 146 85 59
329	65	0
330	35	96 163 165 11 243
331	34	203
332	2	120
333	11	24 93 158
334	77	215
335	8	288 293 235 79 309 153 92
336	50	264 156 208
337	63	109 269 117 121 186 190 222
338	32	129 10 16 113 146 278 186 127
339	58	76 174 113 210 276 278 222 318
340	7	332 120 142 271 206 116 280 218 156
341	16	86 118 63
342	85	0
343	10	97 199 295 319
344	81	8 14 47 302 79 58 287
345	84	243 93 157
346	23	168 331 205 146 184
347	20	289 259 332 204 140 48 213 85 89 317
348	17	18 207 31
349	53	224 322 67 231 78 155 158
350	11	177 50
351	41	318 261 70 5 265 78 337 56 57 190
352	50	292 13 335 17 273 57 154 348
353	74	70 262 73 175 211
354	17	0
355	84	128 42 141 143 304 122 125 287
356	92	38 105 41 269 78 315 284 319
357	93	139 179 95
358	86	65 165 41 300 270 241 18 148 215 220
359	33	324 174
360	91	129 355 197 327 8 248 216
361	98	91 318 227
362	90	3 230 205 310 157 282 31 253 287
363	28	160 34 171 333 20 120 250
364	99	211 156 206 295
365	98	56
366	20	325 101 74 75 50
367	84	51 251 311
368	43	128 164 229 361 330 113 82 222
369	73	354 6 334 271 341 21 279 255
370	32	196 260 104 140 275 118 248 253
371	22	280 73 72 360
372	24	203 77 111 148 87 312 183 250
373	93	0
374	84	0
375	71	361 14 306 278 220 350
376	1	165 300 78 15 114 55 346
377	11	139
378	59	64 65 355 52 117 247
379	29	188 261 174 231
380	66	166 297 175 29 20 24 249 125 254
381	55	64 360 362 276 254
382	80	256 305 309
383	19	132 197 270 207 78 334 157 87 28 93
384	21	5 359 303 372 119
385	67	266 35 101 318
386	47	81 170
387	17	323 39
388	10	292 108 309 186 220
389	85	324 38 266 332 78 51
390	34	32 66 387 70 8 328 44 173 23 218
391	32	161 153 227 84
392	82	97 291 40 145 371 52 21 27
393	5	97 67 3 206 311 90 220 254
394	50	58 29
395	11	195 261 363 239 143 276 119 29
396	55	161 98 66 390 206 92 370 219 380
397	40	6 198 15 367 17 273 374 23 155 221
398	71	103 71 234 302 17 118 316 383
399	94	109
400	76	389
401	4	97 3 260 302 277 341
402	87	281 52 159
403	76	227 11 339 20 149 118 120
404	31	376 304 397 402
405	26	378 242 260 94
406	24	122 202 299 273 216 153 186 63 255
407	99	322 98 136 329 88 191
408	69	246
409	96	357 167 76 14 175 84 181 253 351
410	81	163 166 391 206 188
411	92	97 322 202 205 208 342 382 95
412	14	98 198 294 315 149 310 56 219 158
413	96	162 133 81 120 218 379 223
414	2	322 292 234 213 88
415	82	301
416	59	184 161 159
417	43	324 251 85 405 313 59
418	5	140 173 13 114 244 183
419	2	327 393 299 109 79 113 181 219
420	77	168 44 302 176 90 380
421	94	264 77 400 401 146 282 349 127
422	17	352 212
423	23	350
424	64	35 136 45 206 47 145 308 374 247 345
425	42	0
426	25	200 238 47 143 49 55 155 220
427	24	201
428	16	321 385 232 105 367 305 209 180 340 93
429	60	297 386
430	41	225 167 425 201 208
431	71	144 312 278
432	36	396 143 401 340 248 220
433	88	233 144 116 409 220 189 222 287
434	57	72 424 172 186 61
435	19	194 251
436	31	44 350 215
437	34	378
438	71	17 91 12
439	49	120 264 121
440	37	290 323 167 297 365 238 122 27 382
441	54	160 40 9 108 45 396 304 309
442	81	73 180 245 174
443	43	0
444	34	114 291 333 423
445	61	250
446	17	152 177 434 175
447	68	224 358 295 40 267 114 255
448	51	49 173
449	47	211 428 357 102
450	86	170 253
451	29	354 264 432 370 147 214 343
452	28	125 165 86
453	1	64 352 259 108 366 53 405 437 346 444
454	78	357 77 173 21 342 278 285
455	57	374
456	76	416 195 270
457	48	64 363 261 295
458	88	96 275 71
459	93	257 259 420 6 329 173 46 157
460	57	416 66 101 6 395 211 309 247 124
461	44	449 425 172 140 398 277 63
462	42	164 359 363 47 176 241 83 407 409 346
463	44	229 197 395 171 346 444 351
464	76	0
465	72	130 268 147 85 315
466	77	240 381 461
467	65	385
468	45	0
469	49	451 70 455 137 143 463 316 190
470	55	257 356 357 359 143 113 145 185 220
471	17	295 328 331 19 83 469 52 26 123
472	69	320 448 354 196 293 263
473	48	450 195 364 77 428 308 55 312
474	1	234 282 350
475	43	275 234 355 38
476	58	360 41 177 316
477	48	418 473 275 52 54 409
478	17	115
479	25	163 326 358 473 109 85 409 348
480	12	352 2 424 265 286 415
481	43	384 200 265 271 114 408 476 188
482	75	120 109 12 477
483	2	135 115 62 351
484	21	192 97 449 65 240 27
485	78	161 290 129 71 48 86 375 380
486	47	0
487	70	99 209 66 195
488	29	304
489	13	484 70 326 44 301 181 312 56 347 62
490	75	320 487 295 340 245 214 412 157 415
491	2	449 237 247
492	36	185 201 202 276 86 214 409 30
493	4	32 161 451 392 491 239 212 86 350
494	45	145 379 403 437
495	23	418 373
496	14	34 275 341 235
497	28	101 102 72 335 276 309 410 124
498	27	288 325 198 460 497 117 377
499	53	106
500	92	456 466 419 398
